ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
1,"White",2014,"2014",84675,8499,"Hanover County, VA","05000US51085","hanover-county-va"
1,"White",2014,"2014",66760,6983,"Frederick County, VA","05000US51069","frederick-county-va"
9,"Hispanic",2014,"2014",61044,8285,"Henrico County, VA","05000US51087","henrico-county-va"
1,"White",2014,"2014",97881,8128.999999999999,"Fauquier County, VA","05000US51061","fauquier-county-va"
1,"White",2014,"2014",120939,2166,"Fairfax County, VA","05000US51059","fairfax-county-va"
1,"White",2014,"2014",79097,4929,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
1,"White",2014,"2014",59563,6198,"Bedford County, VA","05000US51019","bedford-county-va"
9,"Hispanic",2014,"2014",69275,14576,"Loudoun County, VA","05000US51107","loudoun-county-va"
1,"White",2014,"2014",58597,2567,"Augusta County, VA","05000US51015","augusta-county-va"
1,"White",2014,"2014",120945,6075,"Arlington County, VA","05000US51013","arlington-county-va"
1,"White",2014,"2014",67661,5957,"Albemarle County, VA","05000US51003","albemarle-county-va"
9,"Hispanic",2014,"2014",65649,10583,"Prince William County, VA","05000US51153","prince-william-county-va"
0,"Total",2014,"2014",68816,3220,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
0,"Total",2014,"2014",62079,5426,"Suffolk city, VA","05000US51800","suffolk-city-va"
9,"Hispanic",2014,"2014",165588,105476,"Roanoke County, VA","05000US51161","roanoke-county-va"
9,"Hispanic",2014,"2014",25994,11055,"Rockingham County, VA","05000US51165","rockingham-county-va"
0,"Total",2014,"2014",41697,3560.9999999999995,"Roanoke city, VA","05000US51770","roanoke-city-va"
9,"Hispanic",2014,"2014",42945,29246.999999999996,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
0,"Total",2014,"2014",43054,3048,"Richmond city, VA","05000US51760","richmond-city-va"
0,"Total",2014,"2014",44905,6208,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
9,"Hispanic",2014,"2014",71503,30428,"Stafford County, VA","05000US51179","stafford-county-va"
0,"Total",2014,"2014",43186,2340,"Norfolk city, VA","05000US51710","norfolk-city-va"
0,"Total",2014,"2014",49602,3648.0000000000005,"Newport News city, VA","05000US51700","newport-news-city-va"
9,"Hispanic",2014,"2014",85115,40289,"York County, VA","05000US51199","york-county-va"
0,"Total",2014,"2014",40594,3382,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
0,"Total",2014,"2014",47312,3293,"Hampton city, VA","05000US51650","hampton-city-va"
9,"Hispanic",2014,"2014",58976,13455,"Alexandria city, VA","05000US51510","alexandria-city-va"
0,"Total",2014,"2014",66712,1986.0000000000002,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
0,"Total",2014,"2014",86809,5554,"Alexandria city, VA","05000US51510","alexandria-city-va"
9,"Hispanic",2014,"2014",78919,35598,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
0,"Total",2014,"2014",81636,6684,"York County, VA","05000US51199","york-county-va"
0,"Total",2014,"2014",93422,6986,"Stafford County, VA","05000US51179","stafford-county-va"
9,"Hispanic",2014,"2014",59250,14644,"Hampton city, VA","05000US51650","hampton-city-va"
0,"Total",2014,"2014",75686,3494,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
0,"Total",2014,"2014",56112,3224,"Rockingham County, VA","05000US51165","rockingham-county-va"
0,"Total",2014,"2014",62091,3827,"Roanoke County, VA","05000US51161","roanoke-county-va"
9,"Hispanic",2014,"2014",57242,14784,"Newport News city, VA","05000US51700","newport-news-city-va"
0,"Total",2014,"2014",92104,2808,"Prince William County, VA","05000US51153","prince-william-county-va"
0,"Total",2014,"2014",42052,3079,"Montgomery County, VA","05000US51121","montgomery-county-va"
9,"Hispanic",2014,"2014",35664,5322,"Norfolk city, VA","05000US51710","norfolk-city-va"
0,"Total",2014,"2014",122294,3167,"Loudoun County, VA","05000US51107","loudoun-county-va"
0,"Total",2014,"2014",72622,7760.000000000001,"James City County, VA","05000US51095","james-city-county-va"
9,"Hispanic",2014,"2014",36932,24902,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
0,"Total",2014,"2014",62460,2442,"Henrico County, VA","05000US51087","henrico-county-va"
0,"Total",2014,"2014",83756,6877,"Hanover County, VA","05000US51085","hanover-county-va"
9,"Hispanic",2014,"2014",34580,6420,"Richmond city, VA","05000US51760","richmond-city-va"
0,"Total",2014,"2014",66167,6444,"Frederick County, VA","05000US51069","frederick-county-va"
0,"Total",2014,"2014",91987,7930,"Fauquier County, VA","05000US51061","fauquier-county-va"
0,"Total",2014,"2014",110674,1976,"Fairfax County, VA","05000US51059","fairfax-county-va"
0,"Total",2014,"2014",72878,3077,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
0,"Total",2014,"2014",56996,5291,"Bedford County, VA","05000US51019","bedford-county-va"
0,"Total",2014,"2014",58322,2675,"Augusta County, VA","05000US51015","augusta-county-va"
9,"Hispanic",2014,"2014",58929,7838,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
0,"Total",2014,"2014",109266,4862,"Arlington County, VA","05000US51013","arlington-county-va"
2,"Black",2013,"2013",40685,23578,"Roanoke County, VA","05000US51161","roanoke-county-va"
8,"White Non-Hispanic",2013,"2013",76866,7049.999999999999,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
6,"Other",2013,"2013",93899,36833,"Prince William County, VA","05000US51153","prince-william-county-va"
4,"Asian",2013,"2013",72348,69290,"York County, VA","05000US51199","york-county-va"
2,"Black",2013,"2013",84722,7682,"Prince William County, VA","05000US51153","prince-william-county-va"
7,"Two Or More",2013,"2013",81887,25862,"Stafford County, VA","05000US51179","stafford-county-va"
2,"Black",2013,"2013",20172,6716,"Montgomery County, VA","05000US51121","montgomery-county-va"
8,"White Non-Hispanic",2013,"2013",52103,6225,"Hampton city, VA","05000US51650","hampton-city-va"
4,"Asian",2013,"2013",113826,48869,"Stafford County, VA","05000US51179","stafford-county-va"
6,"Other",2013,"2013",85312,31491,"Loudoun County, VA","05000US51107","loudoun-county-va"
2,"Black",2013,"2013",84137,23703,"Loudoun County, VA","05000US51107","loudoun-county-va"
8,"White Non-Hispanic",2013,"2013",56789,5570,"Bedford County, VA","05000US51019","bedford-county-va"
2,"Black",2013,"2013",42453,22239,"James City County, VA","05000US51095","james-city-county-va"
8,"White Non-Hispanic",2013,"2013",47852,5135,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
7,"Two Or More",2013,"2013",32273,22914,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
4,"Asian",2013,"2013",86167,21461,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
2,"Black",2013,"2013",41659,3963,"Henrico County, VA","05000US51087","henrico-county-va"
7,"Two Or More",2013,"2013",108958,87750,"Bedford County, VA","05000US51019","bedford-county-va"
2,"Black",2013,"2013",51369,22041,"Hanover County, VA","05000US51085","hanover-county-va"
8,"White Non-Hispanic",2013,"2013",58430,3651,"Newport News city, VA","05000US51700","newport-news-city-va"
6,"Other",2013,"2013",70981,33029,"Frederick County, VA","05000US51069","frederick-county-va"
4,"Asian",2013,"2013",91673,45791,"Roanoke County, VA","05000US51161","roanoke-county-va"
2,"Black",2013,"2013",47091,39587,"Frederick County, VA","05000US51069","frederick-county-va"
8,"White Non-Hispanic",2013,"2013",71448,1977,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
2,"Black",2013,"2013",43929,4723,"Fauquier County, VA","05000US51061","fauquier-county-va"
8,"White Non-Hispanic",2013,"2013",55659,3406,"Norfolk city, VA","05000US51710","norfolk-city-va"
7,"Two Or More",2013,"2013",39145,8806,"Newport News city, VA","05000US51700","newport-news-city-va"
7,"Two Or More",2013,"2013",116542,21481,"Loudoun County, VA","05000US51107","loudoun-county-va"
2,"Black",2013,"2013",80537,7072.000000000001,"Fairfax County, VA","05000US51059","fairfax-county-va"
4,"Asian",2013,"2013",84677,10343,"Prince William County, VA","05000US51153","prince-william-county-va"
2,"Black",2013,"2013",62797,5450,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
8,"White Non-Hispanic",2013,"2013",50949,6398,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
6,"Other",2013,"2013",34672,27198,"Norfolk city, VA","05000US51710","norfolk-city-va"
4,"Asian",2013,"2013",34676,11818,"Montgomery County, VA","05000US51121","montgomery-county-va"
2,"Black",2013,"2013",49368,5494,"Bedford County, VA","05000US51019","bedford-county-va"
2,"Black",2013,"2013",57648,52555,"Augusta County, VA","05000US51015","augusta-county-va"
8,"White Non-Hispanic",2013,"2013",126074,2854,"Fairfax County, VA","05000US51059","fairfax-county-va"
8,"White Non-Hispanic",2013,"2013",56517,2777,"Richmond city, VA","05000US51760","richmond-city-va"
6,"Other",2013,"2013",54778,8228,"Fairfax County, VA","05000US51059","fairfax-county-va"
2,"Black",2013,"2013",61949,14322,"Arlington County, VA","05000US51013","arlington-county-va"
7,"Two Or More",2013,"2013",97988,28068.000000000004,"Fairfax County, VA","05000US51059","fairfax-county-va"
2,"Black",2013,"2013",36624,9467,"Albemarle County, VA","05000US51003","albemarle-county-va"
4,"Asian",2013,"2013",126522,7057.000000000001,"Loudoun County, VA","05000US51107","loudoun-county-va"
8,"White Non-Hispanic",2013,"2013",42285,6497,"Roanoke city, VA","05000US51770","roanoke-city-va"
4,"Asian",2013,"2013",141268,48095,"James City County, VA","05000US51095","james-city-county-va"
1,"White",2013,"2013",66802,2526,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
6,"Other",2013,"2013",37136,16545,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
1,"White",2013,"2013",79560,7211,"Suffolk city, VA","05000US51800","suffolk-city-va"
8,"White Non-Hispanic",2013,"2013",86676,12830,"Fauquier County, VA","05000US51061","fauquier-county-va"
8,"White Non-Hispanic",2013,"2013",79267,6919,"Suffolk city, VA","05000US51800","suffolk-city-va"
7,"Two Or More",2013,"2013",41743,14428.000000000002,"Norfolk city, VA","05000US51710","norfolk-city-va"
1,"White",2013,"2013",39163,5560,"Roanoke city, VA","05000US51770","roanoke-city-va"
4,"Asian",2013,"2013",92965,14722.000000000002,"Henrico County, VA","05000US51087","henrico-county-va"
1,"White",2013,"2013",55291,4071.9999999999995,"Richmond city, VA","05000US51760","richmond-city-va"
6,"Other",2013,"2013",26375,10087,"Newport News city, VA","05000US51700","newport-news-city-va"
8,"White Non-Hispanic",2013,"2013",67289,3171,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
4,"Asian",2013,"2013",65066,40140,"Frederick County, VA","05000US51069","frederick-county-va"
1,"White",2013,"2013",49040,6184,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
7,"Two Or More",2013,"2013",40734,33149,"York County, VA","05000US51199","york-county-va"
1,"White",2013,"2013",54588,3725,"Norfolk city, VA","05000US51710","norfolk-city-va"
8,"White Non-Hispanic",2013,"2013",69691,3588,"Frederick County, VA","05000US51069","frederick-county-va"
9,"Hispanic",2013,"2013",39310,19290,"Albemarle County, VA","05000US51003","albemarle-county-va"
7,"Two Or More",2013,"2013",65816,37050,"James City County, VA","05000US51095","james-city-county-va"
1,"White",2013,"2013",57976,3619,"Newport News city, VA","05000US51700","newport-news-city-va"
4,"Asian",2013,"2013",89221,67892,"Fauquier County, VA","05000US51061","fauquier-county-va"
1,"White",2013,"2013",49109,5744,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
6,"Other",2013,"2013",62911,50236,"Albemarle County, VA","05000US51003","albemarle-county-va"
9,"Hispanic",2013,"2013",67688,11619,"Arlington County, VA","05000US51013","arlington-county-va"
4,"Asian",2013,"2013",109837,7151,"Fairfax County, VA","05000US51059","fairfax-county-va"
1,"White",2013,"2013",51899,5561,"Hampton city, VA","05000US51650","hampton-city-va"
5,"Pacific Islander",2013,"2013",80391,33676,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
1,"White",2013,"2013",75977,6383,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
8,"White Non-Hispanic",2013,"2013",80570,5075,"Hanover County, VA","05000US51085","hanover-county-va"
9,"Hispanic",2013,"2013",121059,25879,"Augusta County, VA","05000US51015","augusta-county-va"
7,"Two Or More",2013,"2013",41159,38172,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
1,"White",2013,"2013",100273,5048,"Alexandria city, VA","05000US51510","alexandria-city-va"
4,"Asian",2013,"2013",98491,27573,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
1,"White",2013,"2013",82609,7637.999999999999,"York County, VA","05000US51199","york-county-va"
7,"Two Or More",2013,"2013",122151,63906,"Arlington County, VA","05000US51013","arlington-county-va"
1,"White",2013,"2013",90915,8535,"Stafford County, VA","05000US51179","stafford-county-va"
9,"Hispanic",2013,"2013",36644,12825,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
6,"Other",2013,"2013",32479,23440,"Hampton city, VA","05000US51650","hampton-city-va"
4,"Asian",2013,"2013",103961,11916,"Arlington County, VA","05000US51013","arlington-county-va"
1,"White",2013,"2013",71792,7479,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
8,"White Non-Hispanic",2013,"2013",69327,4263,"Henrico County, VA","05000US51087","henrico-county-va"
1,"White",2013,"2013",56251,2386,"Rockingham County, VA","05000US51165","rockingham-county-va"
9,"Hispanic",2013,"2013",71457,6374,"Fairfax County, VA","05000US51059","fairfax-county-va"
5,"Pacific Islander",2013,"2013",137738,30562.999999999996,"Fairfax County, VA","05000US51059","fairfax-county-va"
7,"Two Or More",2013,"2013",41609,20618,"Richmond city, VA","05000US51760","richmond-city-va"
1,"White",2013,"2013",56302,4289,"Roanoke County, VA","05000US51161","roanoke-county-va"
4,"Asian",2013,"2013",71743,29293,"Albemarle County, VA","05000US51003","albemarle-county-va"
1,"White",2013,"2013",101010,5176,"Prince William County, VA","05000US51153","prince-william-county-va"
9,"Hispanic",2013,"2013",47608,13143,"Fauquier County, VA","05000US51061","fauquier-county-va"
3,"Native American",2013,"2013",66856,9025,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
7,"Two Or More",2013,"2013",53237,14540,"Albemarle County, VA","05000US51003","albemarle-county-va"
1,"White",2013,"2013",48605,4618,"Montgomery County, VA","05000US51121","montgomery-county-va"
8,"White Non-Hispanic",2013,"2013",79059,6662,"James City County, VA","05000US51095","james-city-county-va"
1,"White",2013,"2013",119655,4213,"Loudoun County, VA","05000US51107","loudoun-county-va"
9,"Hispanic",2013,"2013",71154,28970,"Frederick County, VA","05000US51069","frederick-county-va"
7,"Two Or More",2013,"2013",105118,52723,"Alexandria city, VA","05000US51510","alexandria-city-va"
7,"Two Or More",2013,"2013",51563,22867,"Henrico County, VA","05000US51087","henrico-county-va"
1,"White",2013,"2013",78677,6620,"James City County, VA","05000US51095","james-city-county-va"
4,"Asian",2013,"2013",66875,12886,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
1,"White",2013,"2013",67506,3803,"Henrico County, VA","05000US51087","henrico-county-va"
3,"Native American",2013,"2013",173864,119286,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
7,"Two Or More",2013,"2013",78323,68015,"Rockingham County, VA","05000US51165","rockingham-county-va"
1,"White",2013,"2013",80387,5232,"Hanover County, VA","05000US51085","hanover-county-va"
8,"White Non-Hispanic",2013,"2013",123396,5136,"Loudoun County, VA","05000US51107","loudoun-county-va"
1,"White",2013,"2013",69724,3499,"Frederick County, VA","05000US51069","frederick-county-va"
9,"Hispanic",2013,"2013",32256,19109,"Henrico County, VA","05000US51087","henrico-county-va"
7,"Two Or More",2013,"2013",27813,24098,"Roanoke city, VA","05000US51770","roanoke-city-va"
3,"Native American",2013,"2013",111330,80724,"Prince William County, VA","05000US51153","prince-william-county-va"
1,"White",2013,"2013",84668,8736,"Fauquier County, VA","05000US51061","fauquier-county-va"
3,"Native American",2013,"2013",92750,60023,"Loudoun County, VA","05000US51107","loudoun-county-va"
1,"White",2013,"2013",119325,3267,"Fairfax County, VA","05000US51059","fairfax-county-va"
9,"Hispanic",2013,"2013",70127,38244,"James City County, VA","05000US51095","james-city-county-va"
3,"Native American",2013,"2013",73720,24473,"Frederick County, VA","05000US51069","frederick-county-va"
1,"White",2013,"2013",70727,2239,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
6,"Other",2013,"2013",48238,13561.999999999998,"Alexandria city, VA","05000US51510","alexandria-city-va"
9,"Hispanic",2013,"2013",81656,12377,"Loudoun County, VA","05000US51107","loudoun-county-va"
8,"White Non-Hispanic",2013,"2013",48937,4375,"Montgomery County, VA","05000US51121","montgomery-county-va"
1,"White",2013,"2013",56789,5570,"Bedford County, VA","05000US51019","bedford-county-va"
4,"Asian",2013,"2013",65173,54200,"Suffolk city, VA","05000US51800","suffolk-city-va"
1,"White",2013,"2013",55363,3666,"Augusta County, VA","05000US51015","augusta-county-va"
3,"Native American",2013,"2013",51529,37295,"Fairfax County, VA","05000US51059","fairfax-county-va"
9,"Hispanic",2013,"2013",11753,5815,"Montgomery County, VA","05000US51121","montgomery-county-va"
1,"White",2013,"2013",114783,7084,"Arlington County, VA","05000US51013","arlington-county-va"
7,"Two Or More",2013,"2013",57951,21093,"Suffolk city, VA","05000US51800","suffolk-city-va"
9,"Hispanic",2013,"2013",69714,7507,"Prince William County, VA","05000US51153","prince-william-county-va"
2,"Black",2013,"2013",51526,5862,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
1,"White",2013,"2013",73017,4392,"Albemarle County, VA","05000US51003","albemarle-county-va"
7,"Two Or More",2013,"2013",81080,49134,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
0,"Total",2013,"2013",62855,2638,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
8,"White Non-Hispanic",2013,"2013",112127,5675,"Prince William County, VA","05000US51153","prince-william-county-va"
9,"Hispanic",2013,"2013",44457,37122,"Roanoke County, VA","05000US51161","roanoke-county-va"
4,"Asian",2013,"2013",40253,13584,"Richmond city, VA","05000US51760","richmond-city-va"
0,"Total",2013,"2013",60637,5555,"Suffolk city, VA","05000US51800","suffolk-city-va"
9,"Hispanic",2013,"2013",44611,34481,"Rockingham County, VA","05000US51165","rockingham-county-va"
2,"Black",2013,"2013",43472,9618,"Suffolk city, VA","05000US51800","suffolk-city-va"
6,"Other",2013,"2013",69599,29440,"Stafford County, VA","05000US51179","stafford-county-va"
0,"Total",2013,"2013",36651,2688,"Roanoke city, VA","05000US51770","roanoke-city-va"
9,"Hispanic",2013,"2013",64269,20229,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
2,"Black",2013,"2013",26930,4197,"Roanoke city, VA","05000US51770","roanoke-city-va"
7,"Two Or More",2013,"2013",54934,18159,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
0,"Total",2013,"2013",39193,2535,"Richmond city, VA","05000US51760","richmond-city-va"
8,"White Non-Hispanic",2013,"2013",56081,4344,"Roanoke County, VA","05000US51161","roanoke-county-va"
0,"Total",2013,"2013",43904,3427,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
9,"Hispanic",2013,"2013",74953,20067,"Stafford County, VA","05000US51179","stafford-county-va"
7,"Two Or More",2013,"2013",43847,28364,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
2,"Black",2013,"2013",27262,3081,"Richmond city, VA","05000US51760","richmond-city-va"
0,"Total",2013,"2013",44030,2482,"Norfolk city, VA","05000US51710","norfolk-city-va"
7,"Two Or More",2013,"2013",115532,31108.000000000004,"Prince William County, VA","05000US51153","prince-william-county-va"
0,"Total",2013,"2013",49184,4159,"Newport News city, VA","05000US51700","newport-news-city-va"
9,"Hispanic",2013,"2013",96414,25741,"York County, VA","05000US51199","york-county-va"
2,"Black",2013,"2013",39506,6344,"Portsmouth city, VA","05000US51740","portsmouth-city-va"
4,"Asian",2013,"2013",53524,19176,"Norfolk city, VA","05000US51710","norfolk-city-va"
0,"Total",2013,"2013",40477,2798,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
8,"White Non-Hispanic",2013,"2013",56172,2437,"Rockingham County, VA","05000US51165","rockingham-county-va"
0,"Total",2013,"2013",43785,3767.9999999999995,"Hampton city, VA","05000US51650","hampton-city-va"
9,"Hispanic",2013,"2013",58076,10609,"Alexandria city, VA","05000US51510","alexandria-city-va"
6,"Other",2013,"2013",56479,21767,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
2,"Black",2013,"2013",31010,1594,"Norfolk city, VA","05000US51710","norfolk-city-va"
0,"Total",2013,"2013",67252,4158,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
4,"Asian",2013,"2013",45503,20902,"Newport News city, VA","05000US51700","newport-news-city-va"
0,"Total",2013,"2013",86775,6064,"Alexandria city, VA","05000US51510","alexandria-city-va"
9,"Hispanic",2013,"2013",55358,27471.999999999996,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
2,"Black",2013,"2013",33429,4945,"Newport News city, VA","05000US51700","newport-news-city-va"
8,"White Non-Hispanic",2013,"2013",74592,4503,"Albemarle County, VA","05000US51003","albemarle-county-va"
0,"Total",2013,"2013",78073,9600,"York County, VA","05000US51199","york-county-va"
8,"White Non-Hispanic",2013,"2013",71150,6899,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
0,"Total",2013,"2013",93454,5021,"Stafford County, VA","05000US51179","stafford-county-va"
9,"Hispanic",2013,"2013",38826,16645,"Hampton city, VA","05000US51650","hampton-city-va"
6,"Other",2013,"2013",57162,14038,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
2,"Black",2013,"2013",22939,4295,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
0,"Total",2013,"2013",71901,5083,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
4,"Asian",2013,"2013",19795,17494,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
0,"Total",2013,"2013",56074,2411,"Rockingham County, VA","05000US51165","rockingham-county-va"
9,"Hispanic",2013,"2013",62543,43161,"Lynchburg city, VA","05000US51680","lynchburg-city-va"
2,"Black",2013,"2013",37536,4056.9999999999995,"Hampton city, VA","05000US51650","hampton-city-va"
0,"Total",2013,"2013",56400,4394,"Roanoke County, VA","05000US51161","roanoke-county-va"
9,"Hispanic",2013,"2013",37027,15903.000000000002,"Newport News city, VA","05000US51700","newport-news-city-va"
7,"Two Or More",2013,"2013",91603,43755,"Fauquier County, VA","05000US51061","fauquier-county-va"
8,"White Non-Hispanic",2013,"2013",91532,7990,"Stafford County, VA","05000US51179","stafford-county-va"
0,"Total",2013,"2013",95268,5429,"Prince William County, VA","05000US51153","prince-william-county-va"
4,"Asian",2013,"2013",53294,34411,"Hampton city, VA","05000US51650","hampton-city-va"
0,"Total",2013,"2013",45679,5612,"Montgomery County, VA","05000US51121","montgomery-county-va"
9,"Hispanic",2013,"2013",43956,15005,"Norfolk city, VA","05000US51710","norfolk-city-va"
2,"Black",2013,"2013",51814,7332,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
6,"Other",2013,"2013",31561,7757,"Rockingham County, VA","05000US51165","rockingham-county-va"
0,"Total",2013,"2013",116848,3676.9999999999995,"Loudoun County, VA","05000US51107","loudoun-county-va"
2,"Black",2013,"2013",51979,9085,"Alexandria city, VA","05000US51510","alexandria-city-va"
0,"Total",2013,"2013",73632,6812.999999999999,"James City County, VA","05000US51095","james-city-county-va"
8,"White Non-Hispanic",2013,"2013",117174,6250,"Arlington County, VA","05000US51013","arlington-county-va"
8,"White Non-Hispanic",2013,"2013",81988,7509,"York County, VA","05000US51199","york-county-va"
0,"Total",2013,"2013",59944,2113,"Henrico County, VA","05000US51087","henrico-county-va"
7,"Two Or More",2013,"2013",54022,21464,"Hampton city, VA","05000US51650","hampton-city-va"
0,"Total",2013,"2013",77424,7041,"Hanover County, VA","05000US51085","hanover-county-va"
9,"Hispanic",2013,"2013",31547,4953,"Richmond city, VA","05000US51760","richmond-city-va"
2,"Black",2013,"2013",56362,30300,"York County, VA","05000US51199","york-county-va"
4,"Asian",2013,"2013",81710,21426,"Chesapeake city, VA","05000US51550","chesapeake-city-va"
0,"Total",2013,"2013",69332,3353,"Frederick County, VA","05000US51069","frederick-county-va"
2,"Black",2013,"2013",111222,17801,"Stafford County, VA","05000US51179","stafford-county-va"
0,"Total",2013,"2013",82823,5800,"Fauquier County, VA","05000US51061","fauquier-county-va"
9,"Hispanic",2013,"2013",19137,2782,"Roanoke city, VA","05000US51770","roanoke-city-va"
6,"Other",2013,"2013",30176,7097.000000000001,"Richmond city, VA","05000US51760","richmond-city-va"
0,"Total",2013,"2013",111079,2434,"Fairfax County, VA","05000US51059","fairfax-county-va"
8,"White Non-Hispanic",2013,"2013",108593,5921,"Alexandria city, VA","05000US51510","alexandria-city-va"
9,"Hispanic",2013,"2013",107835,50775,"Suffolk city, VA","05000US51800","suffolk-city-va"
0,"Total",2013,"2013",66881,2371,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
4,"Asian",2013,"2013",97755,10502,"Alexandria city, VA","05000US51510","alexandria-city-va"
0,"Total",2013,"2013",57000,5448,"Bedford County, VA","05000US51019","bedford-county-va"
2,"Black",2013,"2013",71462,15275.999999999998,"Spotsylvania County, VA","05000US51177","spotsylvania-county-va"
9,"Hispanic",2013,"2013",54265,8879,"Virginia Beach city, VA","05000US51810","virginia-beach-city-va"
7,"Two Or More",2013,"2013",77438,51684,"Chesterfield County, VA","05000US51041","chesterfield-county-va"
0,"Total",2013,"2013",55284,3534,"Augusta County, VA","05000US51015","augusta-county-va"
8,"White Non-Hispanic",2013,"2013",54758,3585,"Augusta County, VA","05000US51015","augusta-county-va"
0,"Total",2013,"2013",102501,3666,"Arlington County, VA","05000US51013","arlington-county-va"
0,"Total",2013,"2013",70312,3366,"Albemarle County, VA","05000US51003","albemarle-county-va"
